to title	10 MW高温气冷实验堆(HTR-10)氦气气轮机直接循环发电系统将使用电磁轴承支承气轮机转子和发电机转子.由于正常工况下气轮机转子转速高于二阶挠性临界转速,因此,需要研究挠性转子在电磁轴承支承下过临界转速的控制方法.在根据相似原理设计的模拟气轮机转子-电磁轴承实验系统上,采用PID和相位补偿相结合的控制方法,通过仿真和实验,研究并设计了低刚度和高刚度控制器.在两种控制器分别作用下,转子都能够稳定悬浮,并且顺利地超越前两阶挠性临界转速,最高转速达到450 r/s.实验表明,与低刚度控制器相比,50～300 r/s转速内,高刚度控制器作用下的转子振幅明显减小,具有更好的控制性能.	HTR-10氦气气轮机电磁轴承系统控制器研究
to title	利用世代交叠内生增长模型,本文考察了现收现付制与生育率、储蓄率、人力资本投资、经济增长的相互关系.与前人研究不同的是,本文将子女的人力资本引入父母的效用函数.理论模型表明,现收现付制会促进人口增长,降低储蓄率,对经济增长产生不利影响,但对人力资本投资的影响并不确定.本文利用中国31个地区的数据进行经验研究的结果表明,现收现付制养老保险降低了居民储蓄率以及人力资本投资占居民收入的份额,不利于经济增长.利用制度外资金来解决中国养老保险改革的转轨成本问题和扩大养老保险覆盖面将有助于降低养老保险缴费率,从而对经济增长有利.另外,提高养老保险统筹层次将有利于缩小地区差距.	现收现付制养老保险与经济增长: 理论模型与中国经验
to title	以未完全晶化的Lao 8Sr0.2Ga0.8Mg0.115Co0.085O3-δ(LSGMC)为原料,用胶体沉积法在NiO/SDC阳极基体上制备出LSGMC膜.用X射线衍射方法(XRD)、直流四端法和扫描电子显微镜(SEM)研究制备条件对LSGMC膜相成分、电学性能和表面形貌的影响.研究结果表明,阳极基体煅烧温度对LSGMC膜的电学性能具有强烈的影响.LSGMC膜经1 400℃烧结10 h具有较高的电学性能和致密性.1 400℃烧结10 h的LSGMC膜800℃时的电导率达到0.97S/cm.研究还表明,由于LSGMC膜在制备过程中,阳极基体中的Ni扩散到LSGMC膜中,引入了电子电导,因此导致NiO/SDC阳极基体上LSGMC膜的电导率明显增大.	制备条件对NiO/SDC阳极基体上LSGMC膜性能的影响
to title	采用文献资料法、逻辑推理法和实地考察法等，探究秋千游戏的起源和本质。主要结论：秋千游戏原本是一种巫术。	秋千考
to title	从电路板蚀刻液回收硫酸铜及制作再生蚀刻液进行了工艺探索,得出中和法可从蚀刻液中脱除约90%的铜,沉淀氢氧化铜的最佳pH值为5.6～6.0.采用水合肼还原法与硫化钠沉淀法可进一步脱除蚀刻液中的铜.研究结果表明,水合肼还原法回收海绵铜,在pH值为6.0,反应温度40℃,水合肼的投加浓度为3%时,铜的回收率达到了98%以上.而硫化钠沉淀法可取得99%以上脱除废液中的铜效果,且具有适应范围广,操作成本低的优势.进一步除铜后的废液可回用于制新蚀刻液.	从废蚀刻液中回收资源的应用研究
to title	线性形式的强稳定性在科学技术上存在着广泛应用.本文讨论了Ψ-混合随机变量列线性形式的强稳定性.通过对Ψ-混合随机变量列运用截尾术,借助于Ψ-混合随机变量的性质以及Borel-Cantelli引理,得到了Ψ-混合随机变量线性形式具有强稳定性的充分条件.同时也给出了一些其它形式的结果.	Ψ-混合相依变量线性形式的强稳定性
to title	本文通过构建包含金融交易成本的货币政策产出效应模型,研究金融开放度对货币政策有效性的作用.然后,根据中国的实际经济情况,运用校准法模拟金融开放程度对我国货币政策产出效应的影响.最后,利用面板数据进行实证分析,认为金融开放度的增加短期内将削弱货币政策对产出的影响,但从长期来看,金融开放度的提高将时长期产出调整起积极作用.	货币政策的产出效应与金融开放度——中国的模拟实证分析
to title	四川金川建设阿坝新江南的核心是走符合金川特点的藏区跨越式发展道路,要以民生为本,以生态建设为中心,实现经济、政治、社会、文化、生态建设的全面跨越,发展阶段的战略性跨越,对外开放的进一步跨越.突破口和重点:一是加快基础设施建设力度,夯实新江南建设的基础支撑；二是壮大三大支柱产业,强化新江南建设的产业支撑；三是优化空间布局,统筹城乡发展；四是优先发展社会事业,强化新江南建设的社会支撑；五是创新政策,争取省州支持和对口援助省的支持.	探索符合藏区特点的跨越式发展道路——阿坝藏族羌族自治州金川县建设阿坝新江南调研
to title	运用文献资料法和数理统计法分析我国女子集体性球类项目的发展。主要结论：我国女子集体性球类项目结合“精英运动模式”理念迅速成为世界强队，但是薄弱的群众基础和极端缺乏的后备力量让项目缺乏发展根基，实力在巅峰之后迅速衰退。建议：“分享运动”理念为我国体育运动的健康长效发展提供理论基础，要在该理念的引导下积极构建公共体育服务体系，大力发展群众体育和学校体育，推动体育进校园，从而促进我国女子集体性球类项目的长效发展。	我国女子集体性球类项目发展研究
to title	本文对<报刊库>和<中刊库>的收录范围及收录总量进行了调查;从期刊抽样统计和主题词抽样统计对收录文献的完整性进行了分析;从标引深度、标引一致性、标引准确性和自然语言运用等方面对两个数据库的标引技术进行了比较.	《报刊库》和《中刊库》收录图书情报文献及其标引技术比较研究
to title	综述了基于结构振动参数变化的损伤探测的方法,对现有的文献中的方法进行了分类和评述,重点介绍了当前急需的对复杂结构进行损伤探测的较为有效的方法,并对该领域在理论和实际应用中尚存在的问题进行了讨论,根据国内外最新的文献对这一领域未来的发展方向和趋势进行了展望.	基于结构振动参数变化的损伤探测方法综述
to title	为弥补天然高分子田菁胶的性能缺陷,以田菁胶为原料进行化学改性,探索其是否适宜用作浆料的衍生物.将天然高分子田菁胶通过NaClO氧化降解后与丙烯酸进行接枝,并对其黏度、断裂强度、毛羽指数、耐磨性能等指标进行测试.研究结果表明:改性后胶液稳定性更好,黏度由降解前1％时的1 000 mPa·s降至15 mPa·s左右；该接枝改性田菁胶对涤棉、纯棉的黏附性能更加优异；使用接枝改性田菁胶上浆后的浆纱在断裂强度、断裂伸长率、毛羽指数、耐磨性能等方面都有较大的改善,可应用于纺织上浆.	田菁胶的接枝改性及其纺织上浆应用
to title	水电站厂房的自振频率关乎到其在动力荷载下的安全,在设计阶段加以预测和控制具有重要意义.运用ANSYS有限元软件对水电站厂房进行模态分析,得到厂房结构在一期、二期混凝土及地基的不同材料参数(弹模与容重)下的自振频率,采用基于灰色关联度的系统分析法,确定了水电站厂房自振频率与各主要影响因子的关联性及密切程度.结果表明:只考虑材料弹性模量时,地基弹模对厂房自振频率的影响度最大,其次为厂房一期混凝土弹模和二期混凝土弹模;只考虑混凝土容重时,二期混凝土容重对厂房自振频率的影响度略大于一期混凝土容重;同时考虑厂房混凝土弹模和容重时,结构容重对其自振频率的影响度大于弹模,二者与水电站厂房自振频率的关联度相差甚微.研究成果对控制类似结构的自振频率具有参考意义.	水电站厂房自振频率与影响因素的关联度分析
to title	为降低城市轨道施工对交通流的影响,建立了基于可靠度的施工区形式及建设时序综合优化模型.施工区的规定阈值时间与实际行程时间之差大于零的概率为可靠度,分别建立交叉口及路段施工区的可靠度模型.定义可靠度与施工时长之积为施工效率系数,以全施工周期效率系数折减最少为目标,建立施工区建设方案综合优化模型,优化施工区形式及建设时序.西安市轨道交通汉城南路站方案的测试结果表明,施工区形式及建设时序会使道路交通可靠度产生不同程度的折减.该方法可为城市轨道交通施工方案的制订提供理论依据.	基于可靠度的单轨道交通施工区建设方案优化
to title	在新疆天山高海拔山区，隧道具有高寒、富水、地质条件复杂等特点。在这些恶劣环境下隧道衬砌容易出现空洞、混凝土松散不密实以及与围岩接触不良等质量问题，导致衬砌厚度不足，强度不符要求，出现严重的渗漏水等问题，影响隧道的安全运营。文章基于玉希莫勒盖隧道工程实例，采用地质雷达对衬砌进行探测，以检测其厚度、密实程度、钢筋布置以及围岩空洞等缺陷情况，对发现的衬砌缺陷进行了汇总，分析了缺陷产生原因，并提出了合理的修缮方法，为寒区隧道施工及质量验收提供了依据。	地质雷达在寒区隧道衬砌质量检测中的应用研究
to title	 江都市从1992年引进罗氏沼虾养殖以来,经10多年的发展,面积不断扩大,产量不断提高.面积由当年的8亩,扩大到2003年的2.2万亩,亩单产由当年的46.5千克提高到257千克,其中最高单产430千克.全市现有罗氏沼虾繁苗场4家,2001年江苏省海洋与渔业局将我市吴堡特种水产集团公司苗种繁殖场确定为省级罗氏沼虾良种繁殖基地,目前正在申报国家级良繁苗种基地.2001年省海洋与渔业局将我市定为省级罗氏沼虾无公害养殖标准化示范区,2003年已成功申报为绿色水产品.	壮大做强罗氏沼虾产业的对策
to title	当前财务理论界产生"多极化"现象的根本原因在于财务研究及理论逻辑起点认识上的分歧.本文认为财务研究的起点在于财务活动.按历史与逻辑相结合的原则,通过对人类财务活动的探讨,可以揭示出理财的本质在于资本管理以实现价值创造.随着财务活动的历史发展,理财(财务管理)的基本内容也从单纯的投资发展到筹资与投资、收益分配等几个环节,资本管理的形式也得到拓展.由此理财的独特内涵也可得到合理界定,并与经济、金融、会计等概念及学科相区别.	财务研究的起点及理财本质的界定
to title	本文论述了黑龙江省柯尔克孜族畜牧业经济的发展状况,认为畜牧业是黑龙江省柯尔克孜族经济发展的突破口和实现小康的切入点.	畜牧业是黑龙江省柯尔克孜族经济发展和实现小康的突破口和切入点
to title	近十多年来Partnering已成为在国际上得到成功实践的一种新的工程项目管理方式.本文诠释了Partnering管理方式的核心内容,提出了Partnering管理方式的工作流程;构造了以Partnering协议为基础,以Partnering管理为手段,以目标实现机制为核心的项目管理机制框架模型.分析Partnering管理方式化解建设工程项目信息不对称冲突、工程变更冲突、项目要素关系冲突及发挥合作性资源效益的机理.列举了我国岭澳核电建设工程应用Partnering管理理念的成功实践经验.提出我国要引入Partnering管理方式需要建立诚信制度、合同创新,需要得到政府的重视和业主的推动.	建设工程项目Partnering管理方式探究
to title	永安市是柑桔栽培的适宜区,柑桔产业是农民增收的重要来源,近年在生产上培育了一些很有市场竞争力的优质特色柑桔产品,但也存在一些问题,生产上要引起重视.	永安市柑桔产业发展对策
to title	报告1例幼年透明蛋白纤维瘤病.患儿男,2个月.躯干散在6个梭形黄豆至枣核大皮下结节1个月,触之呈软骨样硬度,系统检查无异常.组织病理学检查显示真皮内瘤细胞浸没在嗜酸性透明基质中,呈软骨样外观.诊断:幼年透明蛋白纤维瘤病.	幼年透明蛋白纤维瘤病
to title	机场是空袭作战的武器平台，现已成为对方首选的打击目标之一，通过机场作战系统结构分析，运用模糊综合评判法评估机场毁伤性效果，选取了三级模糊评判因素集，提出基于Spearman等级相关系数的组合赋权法，有效地克服了主客观赋权法带来的不足，最后结合算例给出了模糊综合评判的数学模型和计算方法，通过比较结果表明该赋权法评估更准确、更接近实际效果，为灵活调整打击目标和打击方式提供科学的决策依据。	基于组合赋权法机场毁伤效果的模糊综合评判
to title	本文对叠层石(微小叠层石与奇异叠层石)及其建造者(中华微放线菌与太平洋螺球孢菌)在结核中显示的规律性特征,叠层石纹层与超微生物生长,主要锰矿物及Fe、Mn元素与叠层石类型之间关系以及超微生物直接成矿等作了深入研究.结果表明:锰结核中叠层石柱体一般都显示出纹层、纹层组与纹层带3个级别的生长韵律,明层菌丝体密集,暗层菌丝体稀疏;两种叠层石类型与超微生物化石种存在着良好的对应关系;主要锰矿物含量变化与叠层石类型密切相关;叠层石柱体内Fe、Mn元素分布比柱间空隙具有明显的规律性,且营养菌丝矿化程度比生殖菌丝强;超微生物的生化作用与沉积粘附作用直接造成了结核中Fe、Mn元素的富集,而全球性大气候与洋底微环境的周期性变化,影响了微生物生长的兴衰,导致了明暗相间纹层的交替出现.我们认为,叠层石纹层显示的韵律性特征,是任何胶体化学作用与沉积作用难以形成的,只有微生物群体的世代繁衍,才能构筑成几乎固定不变的叠层石柱体形态.上述研究成果,进一步确立了大洋锰结核的生物成因观点.	太平洋中国开辟区锰结核生物成因研究
to title	为解决13.Oμm以下超细羊毛梳理损伤严重的问题,对梳毛损伤进行成因分析并探讨解决办法.通过对梳毛各工作区的纤维长度、毛粒数、落毛率的测定,利用TEAM-3预测公式和正交试验法优化各工艺参数,确定隔距、速比、锡林针布齿密、道夫针布齿密、出条定量等梳毛工艺的最优配置条件:即2#隔距,3#速比,针布规格为锡林针布齿密60.7齿/cm2,道夫针布齿密62.5齿/cm2,出条定量20 g/m.经过验证,利用此低损伤梳毛工艺制成的超细羊毛精梳毛条,纤维长度平均损伤小于0.5 mm,毛粒减少,条干明显改善.	超细羊毛低损伤梳毛加工技术
to title	为探讨树木结构与功能的关系，对华南地区常见8种树木边材的导管特征进行观察，并利用Granier热扩散探针法测量干、湿季树干的液流密度，分析导管特征与树干液流的关系。结果表明，除红锥(Castanopsis hystrix)有两种导管外，大叶相思(Acacia auriculaeformis)、荷木(Schima superba)、火力楠(Michelia macclurei)、藜蒴(C. fissa)、马占相思(A. mangium)、柠檬桉(Eucalyptus citriodora)、尾巨桉(E. urophylla×E. grandis)的导管类型单一。导管特征在种间存在明显差异，且导管长度、密度和孔径之间存在明显相关性，它们与标准化的边材面积呈现显著相关。湿季液流最大值与导管特征无明显相关性，但整树最大蒸腾速率与导管特征呈显著相关；树木的日蒸腾量与导管特征也有明显相关性。因此，树木的液流速率并不受树干的导管影响；而树干的导管孔径与边材面积间的负相关权衡机制，可以降低树种间由于导管孔径差异引起的树干的水分输送速率的差异性。	华南地区常见树种导管特征与树干液流的关系
to title	集成电路与微机械天线对于基底介质的要求不同,前者需要高介电常数的介质,而后者所需介质的介电常数则较低,要将两者集成到一起存在一定困难.为了满足蓝牙通信器件的需要,以便将微带天线与电路集成在一起,设计了背腔-短接式微带贴片天线,并采用微机械加工工艺制作了样品,其10dB带宽达到了10%以上,辐射效率为67%,长度仅为1/6波长,基本达到了蓝牙通信器件的要求.	微机械多层短接式蓝牙天线
to title	 传统的有机含能化合物生成焓普遍较低,一般为负值或接近于零,所释放的能量主要来源于生成CO2和H2O的放热过程.四嗪类化合物是近年来国外研究较多的一类高氮化合物,其化学潜能主要来源于其正生成焓;同时分子结构中的高氮、低碳、氢含量不仅使其成气量大、燃烧产物少烟或无烟,而且还可使其更容易达到氧平衡[1-5];此类高氮化合物不仅含能高,且部分静电感度,冲击感度,摩擦感度均较低[3,6],因此广泛用于低特征信号推进剂、气体发生剂、无焰低温灭火剂以及无烟烟火技术等研究[7-12].	S-四嗪类高氮含能化合物的合成及表征
to title	设计了一种新型的基于PCB技术的感应式电能传输系统.它将感应式电能传输技术和平面变压器技术相结合,除了具有一般感应式电能传输系统无接触、无磨损、可靠性高、安全性好的特点,还有着体积小、能量密度大、损耗小,散热面积大、电流通过性好等诸多优点.	基于PCB的新型感应式电能传输系统
to title	应用海冰面积资料,分析在全球气候变暖下,南北半球海冰季节和年际变化的差异,结果表明:冬季南半球海冰面积为北半球的1.13倍,而夏季仅为北半球的2/5,南半球海冰的季节变化比北半球更为显著,其季节振幅为北半球的1.6倍.1979--2006年,北半球海冰总面积呈显著减少趋势,夏秋季最快,特别在1990年代中后期以来,减少尤为迅速;夏秋季,整个区域海冰为均一的减少趋势,北冰洋靠近北太平洋的近海变化最为迅速,冬春季,主要发生在北太平洋海域.南半球海冰自1980年代初以来有所增多,四季整个区域海冰并未呈均一的减少趋势,而是有一显著减少中心,位于南极半岛附近,两个增多中心,分别位于罗斯海外围和西南印度洋一带.随夏一秋一冬一春的季节转换,3个中心区域位置存在东移和返回的过程.	全球气候变暖中南北半球海冰变化的差异
to title	利用数值计算详细研究具有真空诱导相干的准Λ型四能级原子系统中探测场和驱动场之间的相对位相(φ)对传播效应的影响.结果表明:通过选择φ的取值可以获得更大的GWI和更长的存在无反转增益的传播距离,从而获得更高的LWI强度；Doppler展宽存在时,Doppler展宽宽度及探测场和驱动场传播方向对位相相关的GWI和LWI强度的空间演化有明显的调制作用.	Doppler展宽准Λ型四能级系统中传播效应的位相相关性
to title	针对导航接收机中多通道鉴相器资源占用较多与生产成本较高的问题,提出了一种基于FPGA的多通道复用鉴相器方案.该方案通过仲裁单元与FIFO缓存器对多通道相关结果进行仲裁与缓存,首先将多通道并行结果缓存排序为单通道串行结果,随后将FIFO中的串行结果输入到鉴相器中,最终使多通道复用同一鉴相器进行计算与处理.整个跟踪环路中的鉴相器个数由原来的每一通道配置一个变为多个通道复用一个,从而降低了资源占用与生产成本.	一种基于FPGA的多通道复用鉴相器的设计与实现
to title	本文讨论了边远民族地区旧城改造的一个案例:西藏昌都昌庆街.探讨了如何在一个人居环境极其恶劣、城市基础设施极其簿弱但传统文化又非常丰富的地区,设计和建设一个能满足现代人生活需要,同时具有地方特色和经济上可承受的新城区.强调设计和建设遵从自然、尊重人和尊重地方精神的原则.并指出:(1)地方性不等于传统,地方性最终来源于对当地自然气候条件、地形、资源、技术和当地人的生活方式的适应;(2)旧城改造应尽量避免外迁居民,要让故土居民共同参与城市开发;(3)旅游融于当地人的生活,将乡土人的生活过程完整地保留在场地之中,使外在的游客在一个内在人的场所中体验浓郁的民族文化;(4)就业机会与乡土材料开发融入城市建设过程.将设计和实施建设过程当作一个培训和帮助当地人就业的过程,体现当地人参与建设和为当地人而建的精神.	曼陀罗的世界:西藏昌都昌庆街设计与建设
